模型名称,ID,标准化ID,sample_pick_order,主观平均分,评估端平均分,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分
doubao-seed-character-260628,271806130001,271806130001,95,1.5,1.6666666666666667,1.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,64028102001,64028102001,96,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,281116308001,281116308001,97,1.5,1.3333333333333333,1.0,2.0,1.0,2.0,0.0,2.0,2.0
doubao-seed-character-260628,275559318001,275559318001,98,1.5,0.3333333333333333,1.0,1.0,2.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,65546119001,65546119001,99,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,205304101002,205304101002,100,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,241116332002,241116332002,101,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,64033129001,64033129001,102,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,110131213002,110131213002,103,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,294028325002,294028325002,152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,244056210002,244056210002,153,1.5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,244056306002,244056306002,154,1.25,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,184037216001,184037216001,155,2.0,1.6666666666666667,1.0,2.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,141154206002,141154206002,88,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
doubao-seed-character-260628,262728314002,262728314002,104,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,241116221001,241116221001,105,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,275559328001,275559328001,106,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,54054108002,54054108002,107,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,154044310001,154044310001,108,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,270402209001,270402209001,109,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,58202220001,58202220001,110,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
doubao-seed-character-260628,65546218001,65546218001,111,1.5,0.3333333333333333,1.0,1.0,2.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,138202135001,138202135001,112,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,112744316002,112744316002,113,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,74057123001,74057123001,114,1.75,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,10206323002,10206323002,115,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,2.0,2.0
doubao-seed-character-260628,74002116002,74002116002,116,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,241116304002,241116304002,117,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0
doubao-seed-character-260628,142403341002,142403341002,118,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-character-260628,56604129001,56604129001,119,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,72428222002,72428222002,120,2.5,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
doubao-seed-character-260628,141154304002,141154304002,121,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,294099231003,294099231003,122,1.75,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,34043123001,34043123001,123,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
doubao-seed-character-260628,274951110001,274951110001,124,2.75,0.6666666666666666,3.0,2.0,3.0,3.0,0.0,0.0,2.0
doubao-seed-character-260628,34676116002,34676116002,125,1.75,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
doubao-seed-character-260628,175531321001,175531321001,126,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,321131210001,321131210001,127,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,241116320001,241116320001,128,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,244056227001,244056227001,129,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,74002112001,74002112001,130,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,154058310002,154058310002,131,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,266059202002,266059202002,132,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,184037201002,184037201002,133,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,211154232001,211154232001,134,2.0,1.6666666666666667,2.0,2.0,1.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,345233228002,345233228002,135,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,116006116001,116006116001,136,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
doubao-seed-character-260628,266059204001,266059204001,137,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,10233105002,10233105002,138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-character-260628,298245316002,298245316002,139,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,296081233002,296081233002,140,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,296081115001,296081115001,141,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,60440124001,60440124001,142,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,194037336001,194037336001,143,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,202454220001,202454220001,144,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,153859111002,153859111002,145,1.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
doubao-seed-character-260628,14031322002,14031322002,146,1.75,1.6666666666666667,2.0,2.0,2.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,347763115002,347763115002,147,1.5,0.6666666666666666,1.0,2.0,2.0,1.0,0.0,1.0,1.0
doubao-seed-character-260628,347763302001,347763302001,148,1.0,,1.0,1.0,1.0,1.0,,,
doubao-seed-character-260628,261676110002,261676110002,149,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,295331315002,295331315002,150,2.25,0.6666666666666666,2.0,2.0,2.0,3.0,0.0,0.0,2.0
doubao-seed-character-260628,175531322002,175531322002,151,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,211176120002,211176120002,156,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,154058209001,154058209001,157,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,151156109002,151156109002,158,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
doubao-seed-character-260628,288251231001,288251231001,159,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,150478113001,150478113001,160,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,111154107001,111154107001,161,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,14643316002,14643316002,162,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,296331123002,296331123002,163,1.5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,134902222002,134902222002,164,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,134902306001,134902306001,165,2.0,0.3333333333333333,2.0,2.0,2.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,321116307002,321116307002,166,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,265359333002,265359333002,167,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,275559214002,275559214002,168,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,104004216002,104004216002,169,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,58659336002,58659336002,170,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,0.0,2.0,2.0
doubao-seed-character-260628,174643308001,174643308001,171,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,30476203002,30476203002,172,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,161159216001,161159216001,173,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,296081128002,296081128002,174,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,56043123001,56043123001,175,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0
doubao-seed-character-260628,334631128001,334631128001,176,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,175531212002,175531212002,177,1.75,1.3333333333333333,2.0,2.0,1.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,56302136001,56302136001,178,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,134902327001,134902327001,179,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,74981218001,74981218001,180,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,177402120001,177402120001,181,2.75,0.6666666666666666,2.0,3.0,3.0,3.0,0.0,0.0,2.0
doubao-seed-character-260628,154058322001,154058322001,182,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,177402135002,177402135002,183,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,151156318001,151156318001,184,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,347763304002,347763304002,185,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,65546132001,65546132001,186,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,296081138001,296081138001,187,2.0,0.3333333333333333,2.0,2.0,2.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,57633117002,57633117002,188,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
doubao-seed-character-260628,296006201002,296006201002,189,1.25,0.6666666666666666,1.0,1.0,1.0,2.0,0.0,0.0,2.0
doubao-seed-character-260628,112744211002,112744211002,190,1.5,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,162431228001,162431228001,191,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,241116116001,241116116001,192,2.5,0.6666666666666666,2.0,3.0,3.0,2.0,0.0,0.0,2.0
doubao-seed-character-260628,168231321002,168231321002,193,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,330131314001,330131314001,194,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,64604310002,64604310002,195,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
doubao-seed-character-260628,324078327001,324078327001,196,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,241116129001,241116129001,197,1.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
doubao-seed-character-260628,324045138002,324045138002,198,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,175531317002,175531317002,199,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-character-260628,297439202001,297439202001,200,2.0,1.6666666666666667,1.0,2.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,330102318002,330102318002,201,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,296081128001,296081128001,202,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,321116208002,321116208002,203,3.0,1.3333333333333333,3.0,3.0,3.0,3.0,2.0,0.0,2.0
doubao-seed-character-260628,321659309002,321659309002,204,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,261676239001,261676239001,205,1.5,0.3333333333333333,1.0,2.0,1.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,78233308001,78233308001,206,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,117489210001,117489210001,207,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
doubao-seed-character-260628,116006208001,116006208001,208,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,110131308002,110131308002,209,1.25,0.3333333333333333,1.0,1.0,1.0,2.0,0.0,1.0,0.0
doubao-seed-character-260628,204906235001,204906235001,210,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,122490107002,122490107002,211,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,202454119001,202454119001,212,1.5,1.6666666666666667,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,281104122001,281104122001,213,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,60481225001,60481225001,214,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,184037316002,184037316002,215,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
doubao-seed-character-260628,134004327001,134004327001,216,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,326346326002,326346326002,217,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,56059316001,56059316001,218,2.75,1.6666666666666667,2.0,3.0,3.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,158278316001,158278316001,219,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,324681112001,324681112001,220,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,10451307002,10451307002,221,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,111154234001,111154234001,222,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,122490332001,122490332001,223,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,262728314002,262728314002,224,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,57457105001,57457105001,225,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,184037118001,184037118001,226,2.25,0.6666666666666666,2.0,2.0,2.0,3.0,0.0,0.0,2.0
doubao-seed-character-260628,294099321001,294099321001,227,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-character-260628,265359305001,265359305001,228,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,162431203001,162431203001,229,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,10104310001,10104310001,230,1.75,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,271806309001,271806309001,231,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,154676127001,154676127001,232,1.5,1.3333333333333333,2.0,2.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-character-260628,265576234002,265576234002,233,2.5,1.6666666666666667,2.0,3.0,2.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,65546306002,65546306002,234,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,334002302001,334002302001,235,2.0,0.3333333333333333,2.0,2.0,2.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,271806301002,271806301002,236,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,14643121001,14643121001,237,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,154058312001,154058312001,238,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,54054211001,54054211001,239,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,338231228001,338231228001,240,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,330102222003,330102222003,241,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
doubao-seed-character-260628,274951108001,274951108001,242,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,74981206001,74981206001,243,2.75,1.6666666666666667,2.0,3.0,3.0,3.0,2.0,1.0,2.0
doubao-seed-character-260628,154044136002,154044136002,244,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,2.0
doubao-seed-character-260628,134902229001,134902229001,245,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,74004305001,74004305001,246,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,296006236002,296006236002,247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,64604120001,64604120001,248,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,292458229001,292458229001,249,2.5,0.6666666666666666,2.0,2.0,3.0,3.0,0.0,0.0,2.0
doubao-seed-character-260628,296331223002,296331223002,250,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,104004124001,104004124001,251,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
doubao-seed-character-260628,320146209002,320146209002,252,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,58202217002,58202217002,253,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,56043320001,56043320001,254,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,34676202001,34676202001,255,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,151156304001,151156304001,256,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
doubao-seed-character-260628,105381333002,105381333002,257,1.25,0.6666666666666666,1.0,1.0,1.0,2.0,0.0,0.0,2.0
doubao-seed-character-260628,194037120001,194037120001,258,1.5,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,154676113001,154676113001,259,1.0,,1.0,1.0,1.0,1.0,,,
doubao-seed-character-260628,166006327001,166006327001,260,2.25,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,105102207001,105102207001,261,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,56604114001,56604114001,262,1.25,1.3333333333333333,1.0,1.0,2.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,151156309002,151156309002,263,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,321131217001,321131217001,264,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,202454324002,202454324002,265,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,288251116001,288251116001,266,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,94004216001,94004216001,267,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,54054234001,54054234001,268,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,275559211001,275559211001,269,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,244604211001,244604211001,270,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-character-260628,117489216001,117489216001,271,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-character-260628,184037317001,184037317001,272,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,151156304002,151156304002,273,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,330102216002,330102216002,274,1.75,1.3333333333333333,2.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,54249319001,54249319001,275,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,280154119002,280154119002,276,1.5,1.6666666666666667,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,74631115001,74631115001,277,2.25,1.3333333333333333,2.0,2.0,2.0,3.0,1.0,1.0,2.0
doubao-seed-character-260628,268606121002,268606121002,278,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,274951126001,274951126001,279,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,205304104002,205304104002,280,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,75504303001,75504303001,281,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,111154102002,111154102002,282,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
doubao-seed-character-260628,334631301002,334631301002,283,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,295331110001,295331110001,284,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,14643125002,14643125002,285,1.75,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,151156304002,151156304002,286,1.75,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,56059309001,56059309001,287,1.75,1.3333333333333333,2.0,1.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,330131304001,330131304001,288,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,10451225001,10451225001,289,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,58202129002,58202129002,290,1.25,0.3333333333333333,1.0,1.0,1.0,2.0,0.0,0.0,1.0
doubao-seed-character-260628,281104205001,281104205001,291,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,158278218002,158278218002,292,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
doubao-seed-character-260628,285502117001,285502117001,293,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,108259301002,108259301002,294,1.75,1.3333333333333333,2.0,1.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,105381315001,105381315001,295,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,30476138001,30476138001,296,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,160104117002,160104117002,297,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,285502212002,285502212002,298,1.5,0.6666666666666666,2.0,1.0,1.0,2.0,0.0,1.0,1.0
doubao-seed-character-260628,108259307002,108259307002,299,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,138202231002,138202231002,300,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,205304101002,205304101002,301,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,345233328002,345233328002,302,1.25,0.3333333333333333,1.0,1.0,1.0,2.0,0.0,1.0,0.0
doubao-seed-character-260628,330131305002,330131305002,303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-character-260628,324681330001,324681330001,304,2.25,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
doubao-seed-character-260628,151156111001,151156111001,305,1.75,0.6666666666666666,2.0,2.0,1.0,2.0,0.0,1.0,1.0
doubao-seed-character-260628,158278204002,158278204002,306,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,0.0,2.0
doubao-seed-character-260628,108259326001,108259326001,307,1.25,0.6666666666666666,1.0,1.0,1.0,2.0,0.0,0.0,2.0
doubao-seed-character-260628,324681217002,324681217002,308,1.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,154628304003,154628304003,309,1.75,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0
doubao-seed-character-260628,154628208001,154628208001,310,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,34043303001,34043303001,311,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
doubao-seed-character-260628,347763209001,347763209001,312,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
doubao-seed-character-260628,14051211001,14051211001,313,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
